# number of customers + 1 (depot stored as last "customer") [int nC]
21
# customer IDs (depot gets ID -1) [int* customerIDs]
102560299 102555533 102558438 102553497 102554950 102562872 102566894 102563140 102572856 102572386 102554583 102554934 102558044 102555596 102572768 102562253 102572940 102572890 102568919 102553021 -1 
# time window lists for each real customer (number of elements followed by elements' contents (day,start_t,end_t,weight)) [modelWindow** timeWindows]
4 4 36000 46800 0.45 3 43200 50400 0.55 0 46800 50400 0.98 5 46800 50400 0.98 
4 2 46800 50400 0.53 7 46800 50400 0.53 1 43200 46800 0.44 6 43200 46800 0.44 
4 1 46800 50400 0.91 6 46800 50400 0.91 0 50400 57600 0.49 5 50400 57600 0.49 
4 0 39600 50400 0.87 5 39600 50400 0.87 4 39600 50400 0.58 9 39600 50400 0.58 
4 9 43200 46800 0.81 0 46800 57600 0.56 3 36000 46800 0.96 8 36000 46800 0.96 
4 8 39600 46800 0.66 6 46800 54000 0.46 4 54000 61200 0.45 9 54000 61200 0.45 
4 7 32400 39600 0.46 4 36000 39600 0.79 3 36000 39600 0.51 8 36000 39600 0.51 
4 4 36000 39600 0.87 9 36000 39600 0.87 0 54000 57600 0.88 5 54000 57600 0.88 
4 2 54000 61200 0.67 7 54000 61200 0.67 3 50400 61200 0.67 6 39600 43200 0.71 
4 4 54000 61200 0.59 9 54000 61200 0.59 0 54000 57600 0.76 5 54000 57600 0.76 
4 6 32400 43200 0.45 0 54000 57600 0.64 2 36000 39600 0.49 7 36000 39600 0.49 
4 3 32400 36000 0.51 7 36000 43200 0.69 1 43200 54000 0.72 6 43200 54000 0.72 
4 5 50400 61200 0.48 2 43200 46800 0.81 3 46800 50400 0.54 8 46800 50400 0.54 
4 1 36000 46800 0.76 8 32400 43200 0.57 0 46800 50400 0.77 5 46800 50400 0.77 
4 3 32400 43200 0.88 4 32400 36000 0.46 2 39600 50400 0.60 7 39600 50400 0.60 
4 0 50400 61200 0.93 5 50400 61200 0.93 3 50400 54000 0.45 8 50400 54000 0.45 
4 3 54000 61200 0.69 8 54000 61200 0.69 4 43200 54000 0.90 9 43200 54000 0.90 
4 4 32400 36000 0.65 3 39600 43200 0.83 2 54000 61200 0.86 7 54000 61200 0.86 
4 8 43200 46800 0.86 5 43200 54000 0.48 4 46800 57600 0.41 9 46800 57600 0.41 
4 2 39600 43200 0.57 9 50400 61200 0.94 1 54000 61200 0.54 6 54000 61200 0.54 
# objective function coefficients [SCIP_Real* obj]
512.386333 149.171476 585.023000 594.949333 550.421000 594.487000 591.397000 154.854000 1045.081000 1037.325000 366.542333 1019.633000 1066.802333 294.125000 204.887476 1013.391000 250.032000 1045.675000 217.615333 556.398000 0.000000 
# shift start time [int shift_start]
21600
# shift end time [int shift_end]
79200
# service times at customers (depot has service time 0.0) [int* t_service]
300 120 180 180 120 180 120 180 180 300 120 180 120 180 240 120 60 180 120 300 0 
# max. deviation of service times at customers (depot again 0.0) [int* t_service_maxDev]
420 240 480 480 120 420 300 60 180 180 180 300 300 240 420 120 240 420 300 240 0 
# morning/AM travel time matrix between customers (incl. depot as last customer) [int** t_travelAM]
0 610 729 315 306 1065 1222 892 1191 1215 292 308 1141 169 1237 1779 1233 1190 1129 310 3142 
364 0 918 297 197 1125 1282 952 1251 1275 238 194 1330 253 1297 1968 1293 1250 1189 499 3202 
731 1256 0 630 773 1711 1868 1539 1837 1862 693 771 520 753 1883 1159 1879 1836 1775 538 3789 
300 771 620 0 142 1226 1383 1053 1352 1376 62 140 1032 210 1397 1670 1393 1351 1290 201 3303 
322 751 772 151 0 1206 1363 1033 1332 1356 113 2 1184 191 1378 1822 1373 1331 1270 352 3283 
1059 1140 1705 1230 1187 0 543 398 503 502 1171 1189 2114 1041 552 1626 509 498 399 1286 2693 
1200 1280 1845 1371 1327 529 0 635 142 514 1312 1330 1839 1181 142 1350 192 150 222 1426 2347 
859 940 1505 1030 987 364 613 0 538 515 971 989 1917 841 599 1753 542 530 456 1085 2819 
1174 1254 1820 1345 1302 493 141 570 0 371 1286 1304 1912 1155 61 1423 50 7 126 1400 2374 
1198 1278 1843 1369 1325 484 483 536 342 0 1310 1328 2247 1179 403 1758 354 334 358 1424 2716 
279 708 679 59 114 1163 1320 990 1289 1313 0 116 1091 148 1335 1729 1330 1288 1227 260 3240 
324 753 769 149 2 1208 1365 1035 1334 1358 115 0 1181 193 1380 1819 1376 1333 1272 350 3285 
1009 1533 494 908 1051 1989 1821 1816 1912 2139 971 1048 0 1030 1925 638 1953 1911 1927 815 3804 
154 564 754 211 166 1019 1176 846 1145 1170 152 168 1166 0 1191 1804 1187 1144 1083 335 3096 
1203 1283 1848 1374 1330 522 145 623 67 439 1315 1333 1943 1184 0 1454 117 75 169 1429 2373 
1307 1832 793 1206 1349 1587 1365 1754 1456 1756 1269 1347 659 1329 1469 0 1498 1455 1472 1114 3349 
1218 1298 1864 1389 1346 529 192 581 50 370 1330 1348 1956 1199 112 1467 0 43 147 1444 2425 
1174 1255 1820 1346 1302 494 148 562 7 364 1286 1304 1912 1156 69 1424 42 0 126 1401 2382 
1112 1192 1758 1283 1240 422 219 474 121 368 1224 1242 1947 1094 170 1458 156 120 0 1338 2483 
308 832 528 207 350 1288 1445 1115 1414 1438 270 347 940 329 1459 1578 1455 1413 1351 0 3365 
3127 3208 3773 3299 3255 2678 2389 2844 2423 2572 3239 3258 3849 3109 2422 3361 2390 2430 2525 3354 0 
# noon travel time matrix between customers (incl. depot as last customer) [int** t_travelNoon]
0 598 729 313 306 1051 1207 878 1173 1197 282 308 1141 166 1209 1779 1216 1173 1111 307 3111 
361 0 918 295 199 1104 1260 931 1226 1249 235 197 1330 249 1261 1968 1269 1226 1163 496 3164 
728 1240 0 627 773 1693 1849 1520 1815 1839 688 771 520 750 1851 1157 1858 1815 1753 536 3753 
300 763 622 0 146 1216 1372 1043 1338 1361 61 143 1034 211 1373 1672 1380 1338 1275 200 3275 
338 759 776 154 0 1212 1368 1040 1334 1358 118 2 1188 208 1370 1826 1377 1334 1272 355 3272 
1046 1122 1694 1217 1177 0 549 389 503 492 1156 1179 2067 1031 550 1594 506 495 401 1272 2675 
1197 1272 1845 1368 1328 528 0 639 145 519 1307 1330 1800 1182 145 1328 197 154 224 1423 2332 
852 927 1499 1022 982 361 611 0 539 506 961 985 1912 836 603 1715 542 531 450 1078 2796 
1166 1241 1814 1337 1297 488 147 562 0 373 1276 1299 1873 1151 64 1401 51 8 126 1392 2361 
1185 1260 1833 1356 1316 479 494 528 346 0 1295 1318 2207 1170 410 1735 357 338 359 1411 2708 
281 701 683 60 117 1155 1310 982 1277 1300 0 119 1095 150 1312 1732 1319 1277 1214 261 3214 
341 762 774 151 2 1215 1371 1042 1337 1360 120 0 1186 210 1372 1823 1379 1337 1274 352 3274 
1003 1515 491 902 1048 1969 1815 1796 1905 2114 963 1046 0 1025 1919 637 1947 1905 1919 811 3785 
154 558 755 206 169 1011 1167 838 1133 1156 145 171 1168 0 1168 1805 1176 1133 1070 334 3071 
1195 1271 1843 1366 1326 517 150 622 69 442 1305 1329 1906 1180 0 1433 120 77 171 1422 2358 
1290 1802 778 1189 1335 1567 1357 1736 1447 1737 1250 1333 644 1312 1461 0 1489 1447 1461 1098 3327 
1213 1288 1860 1383 1344 525 201 574 53 378 1323 1346 1920 1198 118 1448 0 46 144 1439 2415 
1167 1242 1814 1337 1297 488 155 553 7 365 1276 1300 1874 1151 72 1401 42 0 124 1393 2369 
1103 1178 1751 1274 1234 420 221 469 121 363 1213 1236 1904 1088 176 1432 151 121 0 1329 2473 
305 817 529 204 351 1271 1426 1098 1393 1416 266 348 941 327 1428 1579 1435 1393 1330 0 3330 
3107 3183 3755 3278 3238 2653 2374 2821 2408 2565 3217 3241 3792 3092 2406 3320 2375 2417 2511 3334 0 
# afternoon/PM travel time matrix between customers (incl. depot as last customer) [int** t_travelPM]
0 602 737 317 305 1052 1218 879 1179 1197 284 307 1155 168 1220 1795 1223 1180 1117 313 3124 
364 0 918 292 199 1104 1269 930 1231 1248 232 197 1337 251 1271 1976 1274 1231 1168 495 3175 
