# number of customers + 1 (depot stored as last "customer") [int nC]
21
# customer IDs (depot gets ID -1) [int* customerIDs]
102514762 102512253 102522338 102517770 102515445 102534572 102522068 102509584 102526497 102533482 102508465 102521870 102501827 102523961 102530589 102500032 102509430 102514689 102530178 102510665 -1 
# time window lists for each real customer (number of elements followed by elements' contents (day,start_t,end_t,weight)) [modelWindow** timeWindows]
3 2 43200 54000 0.78 4 50400 54000 0.77 3 36000 39600 0.54 
3 1 43200 54000 0.78 0 36000 39600 0.44 2 46800 50400 0.64 
3 3 39600 43200 0.78 4 43200 46800 0.81 1 32400 43200 0.91 
3 1 46800 57600 0.92 4 50400 54000 0.84 0 32400 36000 0.98 
3 4 46800 57600 0.88 3 39600 50400 0.68 1 46800 57600 0.45 
3 1 50400 54000 0.52 2 32400 43200 0.86 3 43200 50400 0.41 
3 0 54000 61200 0.90 3 50400 54000 0.87 4 50400 54000 0.91 
3 2 39600 50400 0.56 0 32400 43200 0.42 3 39600 46800 0.76 
3 3 54000 57600 0.90 2 36000 39600 0.70 1 54000 57600 0.80 
3 1 32400 36000 0.81 4 43200 54000 0.42 0 32400 36000 0.99 
3 1 50400 57600 0.79 2 43200 46800 0.44 4 39600 43200 0.93 
3 4 36000 46800 0.98 3 32400 39600 0.99 1 50400 57600 0.45 
3 2 54000 61200 0.86 0 46800 50400 0.46 4 43200 46800 0.67 
3 2 54000 61200 0.50 4 32400 43200 0.59 1 32400 43200 0.83 
3 0 32400 36000 0.40 4 32400 43200 0.63 3 43200 54000 0.72 
3 4 36000 39600 0.59 1 54000 57600 0.44 3 36000 39600 0.42 
3 4 50400 57600 0.60 3 36000 39600 0.49 0 43200 50400 0.90 
3 4 32400 43200 0.47 0 32400 39600 0.79 2 36000 39600 0.66 
3 0 36000 39600 0.68 1 32400 36000 0.59 2 43200 54000 0.80 
3 2 50400 54000 0.52 3 46800 57600 0.57 4 54000 61200 0.66 
# objective function coefficients [SCIP_Real* obj]
1076.611000 349.762000 602.056000 606.827000 1052.949333 380.906333 216.229000 1058.104000 559.011333 392.064333 229.482476 1090.541333 214.613667 1005.877333 389.381333 1028.232000 549.290000 398.236333 542.524000 1063.717000 0.000000 
# shift start time [int shift_start]
21600
# shift end time [int shift_end]
79200
# service times at customers (depot has service time 0.0) [int* t_service]
120 300 240 60 240 60 180 300 120 120 180 120 180 120 300 180 180 120 120 180 0 
# max. deviation of service times at customers (depot again 0.0) [int* t_service_maxDev]
480 60 60 420 240 180 240 60 480 240 180 300 300 300 420 300 180 360 480 180 0 
# morning/AM travel time matrix between customers (incl. depot as last customer) [int** t_travelAM]
0 244 141 85 81 179 205 262 319 519 497 476 329 311 306 549 251 180 494 353 1675 
295 0 361 366 252 415 466 119 468 676 475 632 335 565 463 474 325 462 650 227 1590 
141 293 0 173 161 268 211 312 251 459 639 416 471 368 246 667 392 244 434 410 1649 
96 306 175 0 178 117 159 288 257 470 498 426 330 239 257 550 252 116 444 360 1737 
74 209 152 159 0 253 277 228 335 544 572 500 404 385 331 583 325 255 518 336 1623 
165 296 281 111 247 0 239 285 293 549 403 506 327 184 356 508 185 53 535 357 1726 
207 399 217 174 282 238 0 418 131 396 624 352 505 308 183 725 423 190 370 516 1755 
240 100 368 273 259 322 429 0 491 699 356 656 216 461 486 355 206 369 673 108 1635 
320 424 252 273 307 237 160 443 0 334 623 291 564 307 181 729 422 189 320 541 1780 
499 582 430 471 465 511 375 601 344 0 867 105 801 535 313 957 697 464 202 700 1782 
492 467 634 487 574 448 647 366 708 905 0 862 219 411 744 336 335 468 891 367 1898 
484 568 415 456 451 497 361 587 329 128 853 0 786 521 298 942 682 449 187 685 1746 
326 320 468 321 408 370 480 219 578 791 229 747 0 419 578 338 169 416 765 230 1759 
351 501 388 271 433 205 260 490 309 494 403 450 407 0 385 508 379 158 479 554 1931 
312 417 245 278 299 350 183 435 143 340 749 296 609 446 0 791 530 326 314 534 1773 
650 560 792 645 719 604 804 460 859 1056 507 1013 482 562 902 0 493 619 1042 350 1881 
256 318 398 251 338 219 411 218 508 721 340 678 172 346 508 392 0 273 695 248 1777 
193 343 250 113 275 47 185 332 239 496 434 452 374 135 316 539 232 0 481 404 1773 
501 585 432 473 468 525 378 603 358 234 784 191 788 453 315 890 711 478 0 702 1868 
352 223 489 351 381 400 510 122 587 796 377 752 229 534 583 360 241 446 770 0 1611 
1929 1841 1940 2014 1855 2077 2014 1870 2016 2111 2157 2046 2010 2227 2012 2134 2021 2110 2170 1833 0 
# noon travel time matrix between customers (incl. depot as last customer) [int** t_travelNoon]
0 222 132 87 71 183 177 248 262 457 482 432 314 291 262 522 241 184 442 341 1656 
227 0 289 283 186 306 390 101 392 594 433 569 300 450 399 430 283 360 578 207 1567 
130 271 0 165 152 264 190 297 225 427 612 402 445 340 232 627 372 233 411 404 1635 
89 283 163 0 161 120 153 276 234 429 479 404 311 216 234 520 239 109 413 338 1715 
73 179 144 161 0 257 251 205 294 496 538 471 388 360 301 535 315 253 481 312 1591 
169 287 264 109 241 0 232 288 277 480 397 455 323 167 329 493 190 53 476 349 1720 
183 358 195 169 255 239 0 384 124 361 597 336 481 307 166 689 408 188 345 491 1721 
235 89 310 269 207 299 399 0 412 615 332 590 199 443 420 329 182 353 599 106 1596 
288 388 235 256 291 225 150 414 0 305 583 280 548 292 175 679 415 174 301 521 1751 
448 548 402 431 451 487 341 574 302 0 824 105 743 502 296 904 670 436 189 681 1768 
467 420 600 466 538 405 588 330 633 812 0 787 204 353 683 320 323 410 808 352 1832 
429 530 383 412 432 468 322 556 283 106 805 0 724 483 277 885 651 417 170 662 1730 
312 297 444 311 383 341 464 208 545 740 219 715 0 363 545 325 168 395 724 222 1702 
327 499 367 251 395 211 255 499 287 459 390 433 390 0 370 486 383 161 454 537 1912 
277 384 231 259 286 337 170 410 130 320 703 294 571 413 0 739 498 305 310 517 1747 
613 518 739 612 637 550 734 429 779 957 490 932 452 498 828 0 469 555 953 343 1826 
245 291 378 244 317 208 398 201 478 673 330 648 163 333 478 371 0 262 658 238 1719 
172 338 225 96 240 50 178 338 223 426 408 401 374 118 290 504 240 0 422 400 1771 
464 564 418 447 467 503 357 590 329 225 771 199 759 449 312 867 686 453 0 697 1863 
335 201 422 334 319 364 487 112 511 713 369 688 229 508 518 355 228 418 698 0 1562 
1688 1608 1699 1744 1618 1767 1760 1641 1756 1849 1923 1804 1782 1911 1763 1903 1800 1820 1913 1609 0 
# afternoon/PM travel time matrix between customers (incl. depot as last customer) [int** t_travelPM]
0 228 133 90 71 196 178 257 275 466 498 442 323 297 267 543 250 183 458 351 1831 
240 0 304 308 201 334 408 106 433 631 451 607 310 484 432 448 293 390 623 213 1742 
133 288 0 165 154 270 193 318 249 447 631 423 456 346 248 660 383 233 439 425 1862 
90 297 165 0 162 126 155 285 248 439 494 415 319 223 239 539 246 110 430 350 1900 
73 190 144 164 0 269 251 220 323 521 565 497 396 365 322 562 323 252 513 327 1800 
172 307 267 109 244 0 236 303 289 512 428 488 336 176 336 542 200 55 515 368 1910 
186 377 203 169 257 245 0 407 129 369 628 345 488 311 170 708 415 189 361 514 1951 
244 95 329 282 226 315 408 0 458 656 345 632 204 465 457 342 187 371 648 107 1780 
299 412 244 268 307 237 160 441 0 325 619 301 574 303 177 744 437 181 328 549 1986 
475 572 424 456 467 507 366 602 320 0 889 108 775 564 308 944 702 451 202 709 2010 
485 459 619 487 557 436 621 364 673 865 0 841 211 370 722 336 331 440 868 375 2047 
456 554 405 437 449 488 348 583 302 108 871 0 756 546 290 926 683 432 184 691 1970 
323 312 457 324 395 358 480 216 573 764 226 739 0 378 564 339 169 414 755 226 1896 
344 531 385 268 413 224 265 527 306 495 416 471 416 0 385 541 411 168 498 580 2134 
287 407 239 268 302 351 178 437 135 326 741 302 587 428 0 779 514 314 318 544 1981 
648 553 782 650 684 592 777 457 830 1021 507 997 476 526 878 0 494 597 1024 354 2026 
254 304 388 255 325 228 411 209 504 694 340 670 165 356 495 385 0 283 686 244 1914 
176 363 230 100 245 56 180 359 233 456 438 432 392 124 299 563 256 0 459 424 1966 
521 619 470 502 513 528 412 648 358 261 851 237 821 505 354 976 728 472 0 756 2126 
352 215 449 354 347 387 509 120 544 743 381 718 232 533 543 369 230 443 734 0 1751 
1766 1687 1774 1844 1693 1869 1843 1730 1846 1943 2007 1898 1858 2019 1845 1981 1876 1925 2018 1680 0 
# average travel time matrix between customers (incl. depot as last customer) [int** t_travel]
0 232 136 88 75 186 187 256 286 481 493 450 322 300 279 538 248 183 465 349 1721 
254 0 318 319 213 352 422 109 431 634 453 603 315 500 432 451 301 404 617 216 1633 
135 284 0 168 156 268 198 309 242 445 628 414 458 352 242 652 383 237 428 413 1716 
92 296 168 0 167 121 156 283 247 446 491 415 320 226 244 537 246 112 429 350 1784 
74 193 147 162 0 260 260 218 318 521 559 490 396 370 318 560 321 254 504 325 1672 
169 297 271 110 244 0 236 292 287 514 410 483 329 176 341 515 192 54 509 358 1786 
192 378 205 171 265 241 0 403 128 376 617 345 492 309 173 708 416 189 359 507 1809 
240 95 336 275 231 312 412 0 454 657 345 626 207 457 455 342 192 365 640 107 1671 
303 408 244 266 302 233 157 433 0 322 609 291 562 301 178 718 425 182 317 537 1839 
474 568 419 453 461 502 361 593 322 0 860 106 773 534 306 935 690 451 198 697 1854 
