# number of customers + 1 (depot stored as last "customer") [int nC]
21
# customer IDs (depot gets ID -1) [int* customerIDs]
102514762 102512253 102522338 102517770 102515445 102534572 102522068 102509584 102526497 102533482 102508465 102521870 102501827 102523961 102530589 102500032 102509430 102514689 102530178 102510665 -1 
# time window lists for each real customer (number of elements followed by elements' contents (day,start_t,end_t,weight)) [modelWindow** timeWindows]
10 2 43200 54000 0.78 7 43200 54000 0.78 0 32400 43200 0.75 5 32400 43200 0.75 1 54000 57600 0.45 6 54000 57600 0.45 4 50400 54000 0.77 9 50400 54000 0.77 3 36000 39600 0.54 8 36000 39600 0.54 
10 1 43200 54000 0.78 6 43200 54000 0.78 0 36000 39600 0.44 5 36000 39600 0.44 4 32400 43200 0.94 9 32400 43200 0.94 3 36000 39600 0.52 8 36000 39600 0.52 2 46800 50400 0.64 7 46800 50400 0.64 
10 3 39600 43200 0.78 8 39600 43200 0.78 2 46800 50400 0.93 7 46800 50400 0.93 0 32400 36000 0.71 5 32400 36000 0.71 4 43200 46800 0.81 9 43200 46800 0.81 1 32400 43200 0.91 6 32400 43200 0.91 
10 1 46800 57600 0.92 6 46800 57600 0.92 4 50400 54000 0.84 9 50400 54000 0.84 3 50400 57600 0.94 8 50400 57600 0.94 2 46800 57600 0.75 7 46800 57600 0.75 0 32400 36000 0.98 5 32400 36000 0.98 
10 4 46800 57600 0.88 9 46800 57600 0.88 3 39600 50400 0.68 8 39600 50400 0.68 1 46800 57600 0.45 6 46800 57600 0.45 2 43200 46800 0.74 7 43200 46800 0.74 0 54000 61200 0.60 5 54000 61200 0.60 
10 1 50400 54000 0.52 6 50400 54000 0.52 0 50400 54000 0.44 5 50400 54000 0.44 4 43200 50400 0.66 9 43200 50400 0.66 2 32400 43200 0.86 7 32400 43200 0.86 3 43200 50400 0.41 8 43200 50400 0.41 
10 2 32400 36000 0.45 7 32400 36000 0.45 0 54000 61200 0.90 5 54000 61200 0.90 1 50400 54000 0.99 6 50400 54000 0.99 3 50400 54000 0.87 8 50400 54000 0.87 4 50400 54000 0.91 9 50400 54000 0.91 
10 2 39600 50400 0.56 7 39600 50400 0.56 4 54000 57600 0.46 9 54000 57600 0.46 1 54000 57600 0.40 6 54000 57600 0.40 0 32400 43200 0.42 5 32400 43200 0.42 3 39600 46800 0.76 8 39600 46800 0.76 
10 3 54000 57600 0.90 8 54000 57600 0.90 0 32400 39600 0.80 5 32400 39600 0.80 4 32400 43200 0.74 9 32400 43200 0.74 2 36000 39600 0.70 7 36000 39600 0.70 1 54000 57600 0.80 6 54000 57600 0.80 
10 1 32400 36000 0.81 6 32400 36000 0.81 4 43200 54000 0.42 9 43200 54000 0.42 2 36000 43200 0.57 7 36000 43200 0.57 3 36000 46800 0.46 8 36000 46800 0.46 0 32400 36000 0.99 5 32400 36000 0.99 
10 1 50400 57600 0.79 6 50400 57600 0.79 2 43200 46800 0.44 7 43200 46800 0.44 4 39600 43200 0.93 9 39600 43200 0.93 3 43200 54000 0.45 8 43200 54000 0.45 0 39600 43200 0.53 5 39600 43200 0.53 
10 4 36000 46800 0.98 9 36000 46800 0.98 3 32400 39600 0.99 8 32400 39600 0.99 1 50400 57600 0.45 6 50400 57600 0.45 0 54000 57600 0.87 5 54000 57600 0.87 2 43200 46800 0.75 7 43200 46800 0.75 
10 3 43200 50400 0.52 8 43200 50400 0.52 2 54000 61200 0.86 7 54000 61200 0.86 1 39600 50400 0.44 6 39600 50400 0.44 0 46800 50400 0.46 5 46800 50400 0.46 4 43200 46800 0.67 9 43200 46800 0.67 
10 3 36000 43200 0.48 8 36000 43200 0.48 2 54000 61200 0.50 7 54000 61200 0.50 0 43200 46800 0.97 5 43200 46800 0.97 4 32400 43200 0.59 9 32400 43200 0.59 1 32400 43200 0.83 6 32400 43200 0.83 
10 2 43200 46800 0.84 7 43200 46800 0.84 1 50400 54000 0.66 6 50400 54000 0.66 0 32400 36000 0.40 5 32400 36000 0.40 4 32400 43200 0.63 9 32400 43200 0.63 3 43200 54000 0.72 8 43200 54000 0.72 
10 4 36000 39600 0.59 9 36000 39600 0.59 1 54000 57600 0.44 6 54000 57600 0.44 0 50400 57600 0.46 5 50400 57600 0.46 2 54000 57600 0.62 7 54000 57600 0.62 3 36000 39600 0.42 8 36000 39600 0.42 
10 1 43200 50400 0.97 6 43200 50400 0.97 4 50400 57600 0.60 9 50400 57600 0.60 2 54000 57600 0.40 7 54000 57600 0.40 3 36000 39600 0.49 8 36000 39600 0.49 0 43200 50400 0.90 5 43200 50400 0.90 
10 3 36000 46800 0.42 8 36000 46800 0.42 4 32400 43200 0.47 9 32400 43200 0.47 1 54000 61200 0.70 6 54000 61200 0.70 0 32400 39600 0.79 5 32400 39600 0.79 2 36000 39600 0.66 7 36000 39600 0.66 
10 0 36000 39600 0.68 5 36000 39600 0.68 4 50400 61200 0.60 9 50400 61200 0.60 3 32400 39600 0.96 8 32400 39600 0.96 1 32400 36000 0.59 6 32400 36000 0.59 2 43200 54000 0.80 7 43200 54000 0.80 
10 0 32400 36000 0.42 5 32400 36000 0.42 2 50400 54000 0.52 7 50400 54000 0.52 1 43200 54000 0.71 6 43200 54000 0.71 3 46800 57600 0.57 8 46800 57600 0.57 4 54000 61200 0.66 9 54000 61200 0.66 
# objective function coefficients [SCIP_Real* obj]
1076.611000 349.762000 602.056000 606.827000 1052.949333 380.906333 216.229000 1058.104000 559.011333 392.064333 229.482476 1090.541333 214.613667 1005.877333 389.381333 1028.232000 549.290000 398.236333 542.524000 1063.717000 0.000000 
# shift start time [int shift_start]
21600
# shift end time [int shift_end]
79200
# service times at customers (depot has service time 0.0) [int* t_service]
120 300 240 60 240 60 180 300 120 120 180 120 180 120 300 180 180 120 120 180 0 
# max. deviation of service times at customers (depot again 0.0) [int* t_service_maxDev]
480 60 60 420 240 180 240 60 480 240 180 300 300 300 420 300 180 360 480 180 0 
# morning/AM travel time matrix between customers (incl. depot as last customer) [int** t_travelAM]
0 244 141 85 81 179 205 262 319 519 497 476 329 311 306 549 251 180 494 353 1675 
295 0 361 366 252 415 466 119 468 676 475 632 335 565 463 474 325 462 650 227 1590 
141 293 0 173 161 268 211 312 251 459 639 416 471 368 246 667 392 244 434 410 1649 
96 306 175 0 178 117 159 288 257 470 498 426 330 239 257 550 252 116 444 360 1737 
74 209 152 159 0 253 277 228 335 544 572 500 404 385 331 583 325 255 518 336 1623 
165 296 281 111 247 0 239 285 293 549 403 506 327 184 356 508 185 53 535 357 1726 
207 399 217 174 282 238 0 418 131 396 624 352 505 308 183 725 423 190 370 516 1755 
240 100 368 273 259 322 429 0 491 699 356 656 216 461 486 355 206 369 673 108 1635 
320 424 252 273 307 237 160 443 0 334 623 291 564 307 181 729 422 189 320 541 1780 
499 582 430 471 465 511 375 601 344 0 867 105 801 535 313 957 697 464 202 700 1782 
492 467 634 487 574 448 647 366 708 905 0 862 219 411 744 336 335 468 891 367 1898 
484 568 415 456 451 497 361 587 329 128 853 0 786 521 298 942 682 449 187 685 1746 
326 320 468 321 408 370 480 219 578 791 229 747 0 419 578 338 169 416 765 230 1759 
351 501 388 271 433 205 260 490 309 494 403 450 407 0 385 508 379 158 479 554 1931 
312 417 245 278 299 350 183 435 143 340 749 296 609 446 0 791 530 326 314 534 1773 
650 560 792 645 719 604 804 460 859 1056 507 1013 482 562 902 0 493 619 1042 350 1881 
256 318 398 251 338 219 411 218 508 721 340 678 172 346 508 392 0 273 695 248 1777 
193 343 250 113 275 47 185 332 239 496 434 452 374 135 316 539 232 0 481 404 1773 
501 585 432 473 468 525 378 603 358 234 784 191 788 453 315 890 711 478 0 702 1868 
352 223 489 351 381 400 510 122 587 796 377 752 229 534 583 360 241 446 770 0 1611 
1929 1841 1940 2014 1855 2077 2014 1870 2016 2111 2157 2046 2010 2227 2012 2134 2021 2110 2170 1833 0 
# noon travel time matrix between customers (incl. depot as last customer) [int** t_travelNoon]
0 222 132 87 71 183 177 248 262 457 482 432 314 291 262 522 241 184 442 341 1656 
227 0 289 283 186 306 390 101 392 594 433 569 300 450 399 430 283 360 578 207 1567 
130 271 0 165 152 264 190 297 225 427 612 402 445 340 232 627 372 233 411 404 1635 
89 283 163 0 161 120 153 276 234 429 479 404 311 216 234 520 239 109 413 338 1715 
73 179 144 161 0 257 251 205 294 496 538 471 388 360 301 535 315 253 481 312 1591 
169 287 264 109 241 0 232 288 277 480 397 455 323 167 329 493 190 53 476 349 1720 
183 358 195 169 255 239 0 384 124 361 597 336 481 307 166 689 408 188 345 491 1721 
235 89 310 269 207 299 399 0 412 615 332 590 199 443 420 329 182 353 599 106 1596 
288 388 235 256 291 225 150 414 0 305 583 280 548 292 175 679 415 174 301 521 1751 
448 548 402 431 451 487 341 574 302 0 824 105 743 502 296 904 670 436 189 681 1768 
467 420 600 466 538 405 588 330 633 812 0 787 204 353 683 320 323 410 808 352 1832 
429 530 383 412 432 468 322 556 283 106 805 0 724 483 277 885 651 417 170 662 1730 
312 297 444 311 383 341 464 208 545 740 219 715 0 363 545 325 168 395 724 222 1702 
327 499 367 251 395 211 255 499 287 459 390 433 390 0 370 486 383 161 454 537 1912 
277 384 231 259 286 337 170 410 130 320 703 294 571 413 0 739 498 305 310 517 1747 
613 518 739 612 637 550 734 429 779 957 490 932 452 498 828 0 469 555 953 343 1826 
245 291 378 244 317 208 398 201 478 673 330 648 163 333 478 371 0 262 658 238 1719 
