# number of customers + 1 (depot stored as last "customer") [int nC]
41
# customer IDs (depot gets ID -1) [int* customerIDs]
112603346 112618396 112609205 112610286 112612934 112614279 112603313 112617132 112614721 112607632 112610832 112603308 112609003 112609980 112610488 112613047 112608145 112611764 112601759 112604752 112600898 112606870 112612157 112600722 112607694 112612366 112616726 112617920 112606960 112603046 112605796 112617484 112602002 112600969 112607319 112605940 112607282 112606737 112605136 112605540 -1 
# time window lists for each real customer (number of elements followed by elements' contents (day,start_t,end_t,weight)) [modelWindow** timeWindows]
1 3 43200 54000 0.54 
1 1 36000 39600 0.92 
1 3 46800 57600 0.91 
1 1 36000 39600 0.80 
1 1 46800 57600 0.81 
1 0 54000 57600 0.42 
1 4 46800 50400 0.90 
1 1 50400 57600 0.82 
1 0 46800 50400 0.90 
1 0 36000 39600 0.48 
1 0 39600 50400 0.59 
1 1 54000 57600 0.50 
1 3 46800 54000 0.90 
1 4 39600 43200 0.88 
1 4 46800 50400 0.54 
1 2 46800 54000 0.66 
1 0 46800 54000 0.72 
1 4 46800 57600 0.66 
1 0 54000 61200 0.87 
1 1 50400 61200 0.84 
1 4 36000 39600 0.86 
1 3 54000 61200 0.91 
1 1 46800 54000 0.68 
1 0 36000 39600 0.75 
1 1 54000 61200 0.61 
1 2 43200 50400 0.75 
1 3 32400 39600 0.82 
1 1 46800 50400 0.71 
1 3 46800 54000 0.98 
1 3 50400 61200 0.98 
1 1 43200 46800 0.41 
1 4 39600 46800 0.85 
1 4 43200 50400 0.48 
1 1 43200 54000 0.90 
1 3 39600 46800 0.71 
1 0 36000 43200 0.47 
1 1 54000 61200 0.86 
1 1 36000 46800 0.91 
1 1 46800 50400 0.54 
1 1 36000 43200 0.69 
# objective function coefficients [SCIP_Real* obj]
511.756000 567.954333 152.102000 158.930333 1055.821000 217.469000 372.118667 1093.018333 1033.089000 1097.336000 1061.621000 1044.904000 568.370333 1061.265000 188.049143 596.316000 508.183333 1014.068333 592.357333 1043.233333 540.459333 268.349667 1098.743000 1067.951333 603.552000 525.488333 1074.909000 354.377333 185.325667 1104.730000 195.853667 598.913000 1074.469333 186.700000 1048.623333 588.091000 1060.577000 1032.761000 1014.942000 212.083667 0.000000 
# shift start time [int shift_start]
21600
# shift end time [int shift_end]
79200
# service times at customers (depot has service time 0.0) [int* t_service]
240 60 180 300 120 120 180 60 120 180 180 120 180 180 300 300 300 240 120 180 180 240 240 120 180 120 300 240 300 60 240 120 240 180 120 180 120 300 240 300 0 
# max. deviation of service times at customers (depot again 0.0) [int* t_service_maxDev]
480 180 480 420 180 180 420 300 480 120 300 300 420 420 180 60 300 480 360 120 360 420 180 300 180 420 120 240 120 360 180 360 180 240 240 240 180 420 300 300 0 
# morning/AM travel time matrix between customers (incl. depot as last customer) [int** t_travelAM]
0 479 823 699 667 861 38 568 342 416 598 30 815 738 708 731 462 647 249 204 32 268 704 736 429 649 486 1014 177 181 398 495 251 274 338 360 299 191 157 360 804 
469 0 718 595 687 747 469 498 335 187 619 461 711 634 603 661 58 668 596 365 435 338 600 817 101 669 416 835 301 489 157 194 597 426 271 107 311 298 313 188 700 
864 733 0 124 458 446 879 649 576 722 392 880 182 88 293 358 774 327 611 685 870 649 289 304 734 340 567 599 742 738 704 800 604 864 823 840 621 736 754 666 171 
740 608 123 0 334 322 755 525 452 598 268 756 274 39 169 234 650 310 487 561 746 525 165 397 610 311 443 474 618 614 580 676 480 740 699 716 497 612 630 542 264 
658 653 422 299 0 385 673 569 370 600 97 674 497 338 280 116 674 221 405 497 678 504 207 370 613 223 487 537 617 533 582 679 399 742 701 724 504 615 601 544 486 
908 760 446 323 365 0 923 693 620 766 415 924 531 362 160 275 803 478 655 729 914 693 227 627 778 479 611 226 786 782 748 773 648 908 867 867 665 780 798 710 520 
33 478 821 698 667 860 0 566 340 415 598 8 814 737 706 729 460 647 249 202 48 267 703 736 427 649 484 1012 176 144 397 493 251 273 337 359 297 189 159 359 803 
581 517 582 459 584 621 578 0 340 407 579 570 575 498 467 490 480 621 630 370 554 333 464 755 419 623 67 773 426 606 389 485 623 549 508 530 306 421 438 351 564 
338 340 526 403 352 557 335 381 0 230 284 327 601 442 404 428 303 332 289 126 311 133 400 482 242 334 299 709 247 363 211 308 283 371 331 353 133 244 230 174 590 
442 161 623 500 557 662 442 368 205 0 489 434 615 539 508 531 124 538 495 235 409 208 504 687 63 539 286 814 275 463 32 129 488 397 357 206 181 270 287 58 605 
606 600 370 247 106 401 621 517 318 548 0 622 445 286 247 144 621 169 353 445 626 452 235 318 560 170 435 553 565 481 530 626 346 690 649 671 452 562 548 492 434 
25 469 813 690 675 852 8 558 332 407 606 0 805 729 698 721 452 655 257 194 39 258 695 744 419 657 476 1004 168 152 388 485 259 265 329 351 289 181 151 351 795 
920 803 152 231 566 554 935 719 683 793 499 936 0 196 400 465 845 355 665 755 940 719 397 332 805 368 637 706 812 795 774 871 661 934 894 911 692 807 824 737 79 
775 644 84 35 369 358 790 560 487 633 303 791 235 0 204 269 686 345 522 596 781 560 201 358 646 347 478 510 653 650 615 712 516 775 735 752 533 648 665 578 225 
748 616 286 163 249 153 763 533 460 606 276 764 370 202 0 149 658 317 495 569 753 532 67 467 618 319 451 305 625 622 588 684 488 748 707 724 505 620 637 550 360 
756 691 373 249 100 281 769 524 468 598 150 761 457 288 163 0 671 319 503 560 745 524 91 468 610 321 442 434 617 631 579 676 497 740 699 721 497 612 629 542 446 
467 60 712 589 646 750 467 457 294 146 578 459 704 628 597 620 0 627 584 324 434 297 593 776 60 628 375 875 300 487 116 164 577 424 269 105 270 296 312 147 694 
653 653 302 299 241 454 668 570 365 595 173 669 379 338 300 318 668 0 400 491 672 498 297 152 607 13 487 606 612 527 576 673 393 737 696 718 498 609 595 539 369 
255 601 591 468 417 622 270 675 294 524 349 271 666 507 469 493 583 398 0 351 275 416 465 486 536 399 593 775 325 199 505 602 23 394 460 482 427 328 308 468 656 
211 374 664 541 490 695 208 416 137 264 421 200 663 580 541 566 338 470 343 0 184 64 538 620 277 472 334 847 120 236 246 342 344 276 281 303 94 162 103 208 652 
33 450 792 669 677 830 47 537 325 385 609 39 784 708 677 700 432 658 282 187 0 251 673 769 398 660 455 983 165 192 367 464 284 242 309 331 282 159 125 330 774 
285 315 611 488 490 650 282 356 137 205 422 274 603 527 496 519 278 470 417 74 259 0 492 620 217 472 274 802 194 310 186 283 418 346 306 328 30 219 177 149 593 
737 606 275 152 192 207 752 522 449 595 242 753 360 191 53 92 648 307 484 558 743 522 0 456 608 309 440 359 615 612 577 673 477 737 696 713 494 610 627 539 349 
747 719 283 362 531 604 762 636 521 709 463 763 360 326 450 515 761 143 492 648 767 635 447 0 721 156 554 756 728 622 691 787 488 851 810 827 608 723 740 653 349 
471 97 651 528 586 690 471 397 233 86 517 463 644 567 537 559 61 566 523 263 437 237 533 716 0 568 314 842 303 491 55 109 517 426 306 143 209 298 315 86 633 
665 666 316 312 254 466 680 582 377 607 185 681 393 351 313 330 680 14 412 504 685 510 309 166 619 0 500 618 624 540 589 685 405 749 708 730 510 621 607 551 383 
514 449 515 392 516 553 511 82 272 339 512 502 507 431 400 423 413 553 562 302 487 266 396 688 352 555 0 706 359 539 321 418 555 481 441 463 239 354 371 283 497 
1073 821 612 488 531 206 1088 858 785 890 580 1089 696 527 325 440 865 643 820 894 1079 858 393 793 849 645 776 0 951 948 860 834 814 1073 1033 929 831 946 963 876 685 
199 335 679 556 613 718 200 424 261 273 545 192 671 595 564 587 318 594 326 144 166 209 561 743 285 596 342 870 0 220 254 351 328 204 195 217 237 64 44 217 661 
162 506 736 613 562 767 148 595 369 443 494 150 811 652 614 638 489 542 195 231 154 295 610 646 456 544 513 919 204 0 425 522 180 333 365 388 326 247 188 388 800 
415 128 596 472 530 634 415 341 178 30 462 407 588 511 481 504 91 510 467 208 382 181 477 660 30 512 259 787 248 435 0 96 461 370 329 173 154 243 260 31 577 
560 172 679 556 676 705 561 424 323 175 607 553 671 595 564 587 155 656 613 353 527 327 560 805 134 658 342 792 393 581 145 0 606 516 401 237 299 388 405 176 661 
259 605 604 481 430 635 274 688 306 536 361 275 679 520 481 506 588 410 20 356 279 420 478 506 549 412 606 787 329 175 518 614 0 398 464 486 440 332 312 480 668 
257 411 752 629 687 791 256 498 334 346 619 248 745 668 638 660 393 667 426 261 223 325 634 817 359 669 416 943 199 328 328 424 427 0 270 292 311 138 183 290 734 
395 343 791 668 725 830 395 536 373 385 657 387 783 707 676 699 326 706 522 340 362 377 673 855 369 708 454 982 228 415 366 463 524 352 0 225 349 224 240 329 773 
368 118 764 641 699 803 369 509 346 231 630 360 757 680 649 672 102 679 495 313 335 350 646 829 145 681 427 952 201 389 200 249 497 325 170 0 322 198 213 231 746 
317 282 578 455 457 617 314 323 104 172 389 305 570 494 463 486 245 437 394 105 290 31 459 587 184 439 241 769 191 341 153 250 388 313 273 295 0 186 203 116 560 
188 291 633 509 567 671 188 378 215 226 499 180 625 548 518 541 273 547 356 188 155 218 514 697 239 549 296 824 62 260 208 305 357 139 150 172 191 0 88 170 614 
155 341 685 561 610 723 162 430 257 278 541 154 677 600 570 592 324 590 311 120 122 184 566 740 291 592 348 876 39 204 260 357 312 205 200 222 214 82 0 222 666 
384 166 565 441 499 603 384 310 147 55 431 376 557 480 450 473 129 479 436 177 351 150 446 629 68 481 228 756 217 404 37 134 430 339 298 211 123 212 229 0 546 
953 836 185 264 598 587 968 752 716 825 532 969 32 229 433 498 878 388 697 788 973 752 430 365 838 401 670 739 845 828 807 904 694 967 927 944 725 840 857 770 0 
# noon travel time matrix between customers (incl. depot as last customer) [int** t_travelNoon]
0 485 793 674 645 837 37 532 343 416 586 29 785 712 684 726 467 635 246 211 30 274 679 711 428 637 475 980 182 181 398 493 247 271 338 365 305 191 155 360 771 
464 0 705 586 662 751 466 446 317 176 603 458 697 624 596 640 56 652 600 347 431 321 592 798 93 654 389 830 296 492 145 191 600 413 270 106 294 292 309 176 684 
840 742 0 124 443 447 852 597 562 693 384 859 177 88 294 355 761 331 594 657 843 620 289 303 705 344 540 590 711 723 675 770 592 826 791 818 594 705 724 637 164 
715 617 118 0 319 323 728 472 438 569 260 734 260 37 169 231 637 302 470 532 719 496 165 386 580 304 415 465 586 599 550 645 467 702 667 694 469 581 600 513 247 
637 668 427 308 0 378 650 523 360 584 97 656 490 346 272 110 652 217 392 483 661 490 201 363 595 219 466 520 602 521 566 661 389 717 682 709 489 596 587 528 476 
863 748 420 301 365 0 875 620 585 716 407 882 492 339 157 272 784 449 617 679 866 643 218 595 727 451 563 207 734 746 698 761 614 849 814 841 617 728 747 660 479 
32 486 794 675 648 838 0 533 341 417 590 7 786 713 685 727 468 639 250 209 46 273 680 715 429 641 476 981 180 144 399 494 251 272 339 366 303 192 164 361 772 
553 480 534 415 563 579 550 0 309 376 529 541 526 453 425 467 444 571 595 339 525 303 421 696 387 573 57 721 393 583 357 452 592 509 473 501 276 387 406 319 513 
337 328 538 419 345 575 334 340 0 224 286 325 593 457 421 431 292 335 286 123 309 130 417 481 235 337 283 717 242 367 205 301 283 357 322 349 129 236 227 168 579 
437 155 589 470 543 633 438 328 198 0 485 430 581 508 480 522 119 534 484 228 403 202 475 680 62 535 271 776 268 465 32 127 482 384 349 197 176 263 282 57 567 
584 615 374 255 96 411 597 470 307 531 0 603 437 293 258 144 599 164 339 430 608 437 235 310 543 166 413 554 549 468 513 608 336 664 629 656 436 543 534 475 423 
25 479 787 668 657 831 8 526 334 410 598 0 779 705 678 720 460 647 258 202 39 265 673 723 421 649 469 974 173 152 391 487 260 265 332 359 296 184 156 354 765 
906 809 156 234 553 557 919 664 672 760 495 925 0 199 404 465 828 363 661 724 910 687 399 334 772 376 607 700 778 798 742 837 666 893 858 885 661 772 791 704 76 
751 653 81 35 354 358 763 508 473 604 296 770 222 0 205 266 673 338 505 568 754 531 200 348 616 340 451 501 622 635 586 681 503 737 702 729 505 616 635 548 209 
705 607 262 144 250 153 717 462 427 558 250 724 334 181 0 148 627 292 459 522 708 485 61 438 570 294 405 296 576 589 540 635 457 691 656 683 459 570 589 502 321 
734 682 354 235 102 280 746 481 456 578 149 744 426 273 161 0 646 313 488 541 728 505 90 459 589 315 424 422 595 617 559 654 486 711 676 703 478 590 609 522 412 
460 60 668 549 623 713 462 407 277 136 564 453 660 587 559 601 0 613 564 308 427 281 555 759 53 615 350 855 292 488 106 158 561 409 266 102 255 288 305 136 647 
628 664 306 305 223 461 640 520 350 574 165 647 379 343 307 310 642 0 382 473 651 480 303 152 586 13 463 603 592 511 556 651 379 707 672 699 479 586 578 518 366 
245 597 591 472 398 628 258 625 285 509 340 264 654 510 475 485 577 389 0 351 268 415 470 465 521 390 568 771 322 196 491 586 23 388 450 477 414 321 306 453 641 
213 361 634 515 477 678 210 372 132 257 418 202 626 552 525 563 325 467 352 0 186 63 520 613 268 469 315 821 120 244 238 333 353 278 279 306 94 163 104 201 612 
33 454 762 643 674 807 47 501 329 386 615 39 754 681 653 695 436 664 279 196 0 260 649 744 397 666 444 950 164 192 367 462 281 241 307 334 291 160 125 329 741 
287 308 570 452 482 615 284 309 137 204 423 276 562 489 461 503 272 472 423 73 260 0 457 618 215 474 252 758 194 318 185 281 420 337 302 329 30 216 177 148 549 
700 602 258 139 193 208 713 457 423 554 240 719 330 177 54 91 622 287 455 517 704 481 0 433 565 289 400 350 571 584 535 630 452 687 652 679 454 566 585 498 316 
731 732 288 366 521 611 743 587 516 683 462 750 361 330 458 519 751 144 485 639 754 610 453 0 695 157 530 754 701 622 665 760 490 816 781 808 584 695 714 627 348 
462 93 614 496 569 659 464 353 224 83 510 456 606 533 505 547 56 559 510 254 429 228 501 705 0 561 296 802 294 490 52 105 507 409 299 135 201 288 307 83 593 
638 674 320 315 233 471 650 530 360 584 175 657 394 352 317 319 652 14 392 483 661 490 313 166 596 0 473 613 602 521 566 661 389 717 682 709 489 596 587 528 380 
495 423 477 358 505 521 492 57 251 318 471 484 469 395 368 410 386 513 537 281 468 245 363 638 329 515 0 664 336 526 300 395 535 451 416 443 219 330 349 262 455 
1021 811 578 459 523 197 1033 778 743 874 565 1040 650 497 315 431 853 607 775 837 1024 801 377 753 837 609 721 0 892 904 849 824 772 1007 972 917 775 886 905 818 637 
200 340 650 531 604 694 202 389 259 273 546 194 642 569 541 583 322 595 336 146 167 210 536 741 285 597 332 837 0 228 255 350 338 198 193 220 237 65 45 217 628 
166 520 744 625 551 781 147 568 375 453 493 154 807 663 628 638 502 542 196 242 160 306 623 633 464 543 511 924 213 0 434 529 179 341 373 400 337 256 197 397 794 
409 123 562 443 516 606 411 300 171 30 457 403 554 480 453 495 86 506 457 201 376 175 448 652 29 508 243 749 241 437 0 95 454 357 321 165 148 235 254 30 540 
554 172 651 532 661 696 556 390 316 174 602 548 643 570 542 584 153 651 602 346 521 319 538 797 132 653 333 787 386 582 144 0 599 501 395 231 293 380 399 174 630 
250 602 611 492 418 648 262 645 305 529 360 269 674 530 495 504 583 409 19 356 273 420 490 485 541 410 588 791 327 173 511 606 0 392 455 482 434 326 311 473 661 
261 417 725 606 680 770 260 464 335 348 621 252 717 644 616 658 399 670 421 273 228 336 612 816 360 672 407 912 198 343 330 425 422 0 270 297 312 141 186 292 704 
389 347 755 636 709 799 390 494 364 378 651 382 747 673 646 688 329 700 524 334 355 368 641 846 365 701 437 942 220 416 359 455 526 337 0 227 341 216 234 322 733 
364 120 731 612 685 775 366 469 340 222 626 358 723 649 622 664 102 675 500 310 331 344 617 821 138 677 412 918 196 392 191 243 502 313 171 0 317 192 209 222 709 
317 276 538 419 449 582 314 276 104 171 391 306 530 456 429 471 239 440 390 103 290 30 424 586 182 441 219 725 189 348 153 248 388 304 269 296 0 183 202 115 516 
190 294 602 483 556 646 188 341 211 225 498 180 594 521 493 535 276 547 340 187 156 215 488 693 236 548 284 789 60 269 207 302 341 133 147 174 189 0 86 169 580 
155 345 654 536 597 699 161 393 252 278 539 153 646 573 545 587 327 588 319 120 121 184 541 734 289 590 336 842 38 211 259 354 320 202 198 225 214 81 0 222 633 
379 160 531 412 486 576 381 270 141 56 427 373 523 450 422 464 124 476 427 171 346 144 418 622 67 478 213 718 211 407 37 132 424 326 291 203 118 205 224 0 510 
927 820 170 249 568 572 939 675 687 771 509 937 34 213 418 480 839 383 681 735 921 698 414 355 783 396 618 714 789 818 753 848 686 904 869 896 672 783 802 715 0 
# afternoon/PM travel time matrix between customers (incl. depot as last customer) [int** t_travelPM]
0 487 816 696 679 862 37 539 348 424 620 29 817 735 709 733 467 669 246 210 31 274 704 744 436 671 482 1010 183 180 406 502 248 279 340 366 305 191 157 364 795 
466 0 732 611 681 774 470 457 326 181 622 462 732 650 624 651 57 671 604 355 433 330 619 820 94 673 400 850 297 497 150 194 606 424 272 106 304 294 311 181 710 
876 784 0 124 470 474 890 626 593 730 412 890 191 88 321 382 801 338 631 686 874 651 315 310 743 351 569 622 748 757 712 808 623 873 829 856 625 743 761 670 168 
751 660 120 0 345 349 765 502 468 606 287 765 277 38 196 257 677 329 506 561 749 526 190 396 618 331 445 497 623 633 587 683 499 748 704 731 500 618 637 546 252 
645 706 472 352 0 378 659 578 362 598 95 663 564 391 275 110 669 215 400 488 667 496 200 364 610 217 521 526 609 526 580 676 392 741 697 723 497 610 592 538 541 
880 763 427 307 366 0 894 631 597 735 416 895 522 345 159 276 805 458 635 690 878 655 221 607 747 460 574 215 752 762 716 774 628 877 833 860 629 747 766 675 500 
32 489 818 698 682 864 0 541 346 426 624 7 819 737 711 735 469 672 249 208 47 272 706 747 438 674 484 1012 181 144 408 504 251 281 342 368 303 193 164 366 797 
560 497 557 436 567 602 557 0 316 389 553 549 557 475 449 473 460 595 608 345 533 310 444 726 402 597 58 750 407 592 371 467 601 532 488 515 284 402 420 329 535 
341 343 606 501 354 660 338 347 0 236 296 330 625 540 506 441 306 344 292 126 314 133 501 493 248 346 290 808 247 373 217 313 285 378 334 361 134 248 229 175 603 
444 158 611 490 557 656 444 333 202 0 499 436 611 529 503 527 121 547 495 232 411 206 498 696 63 549 276 804 275 474 32 128 487 400 356 200 180 270 288 57 589 
594 655 426 329 96 413 608 527 311 547 0 612 512 367 310 145 618 164 349 437 616 445 235 313 559 166 470 561 558 475 529 625 341 690 646 672 446 559 541 487 490 
25 482 811 691 690 857 8 534 339 419 632 0 812 730 704 728 462 680 258 201 40 265 698 755 431 682 477 1005 174 152 401 497 259 274 334 361 296 186 157 359 789 
942 873 166 246 591 589 956 715 714 819 533 960 0 210 442 503 890 380 694 774 962 739 437 352 831 393 658 743 836 828 800 896 694 961 917 944 713 831 850 759 83 
787 695 81 35 381 385 801 538 504 642 323 801 239 0 232 293 712 365 542 597 785 562 226 357 654 366 481 533 659 669 623 719 535 784 740 767 536 654 672 581 214 
721 629 268 148 251 153 735 472 438 576 257 735 363 186 0 151 646 299 476 531 719 496 62 447 588 300 415 301 593 603 557 653 469 718 674 701 470 588 606 515 341 
744 700 362 242 100 281 758 489 461 593 150 752 458 280 165 0 663 315 499 548 736 513 90 463 605 316 432 429 610 626 574 670 492 735 691 718 487 605 623 532 435 
462 60 694 574 640 740 465 417 286 140 582 457 694 612 587 611 0 631 578 315 428 290 581 779 54 632 360 886 293 492 110 161 571 419 267 102 264 289 306 141 672 
671 732 310 390 258 570 685 611 388 624 199 689 397 354 417 345 695 0 426 514 693 522 412 152 636 13 554 718 635 552 606 702 418 767 723 749 523 636 618 564 375 
247 602 670 579 432 737 261 650 302 538 374 266 751 617 584 519 582 422 0 357 269 422 579 497 550 424 593 885 331 198 520 616 23 392 455 481 437 325 313 478 729 
215 378 656 536 492 702 212 379 138 270 434 204 656 574 549 573 341 483 354 0 187 64 543 631 283 484 322 850 120 247 252 348 356 289 287 314 95 163 103 210 634 
33 455 785 665 695 830 47 507 340 393 637 39 785 703 677 701 435 685 280 202 0 266 672 777 405 687 450 978 165 192 374 470 281 247 308 334 297 160 125 333 763 
290 320 592 471 494 637 287 314 139 213 436 279 592 510 484 508 284 484 429 75 262 0 479 633 225 486 257 785 196 322 195 291 424 356 312 338 30 225 178 153 570 
715 624 262 142 192 208 729 466 433 570 243 730 358 181 55 92 641 293 470 526 713 491 0 442 582 295 409 356 588 597 552 648 463 713 669 695 464 582 601 510 336 
751 762 292 371 543 649 765 605 551 709 485 769 379 335 496 558 779 144 503 664 773 629 491 0 721 157 548 797 726 637 690 786 503 851 807 834 603 721 739 648 357 
473 95 639 519 586 685 473 362 231 86 528 465 640 558 532 556 58 576 524 261 440 235 527 725 0 578 305 833 304 503 55 106 516 429 302 137 209 299 317 86 618 
681 741 325 404 267 580 695 620 398 634 209 699 411 368 427 354 705 14 436 524 702 531 422 166 646 0 563 728 645 562 616 712 428 777 733 759 533 646 628 574 389 
502 438 498 378 508 544 499 57 257 331 495 491 499 416 391 415 402 536 550 287 474 251 385 667 343 538 0 692 349 534 313 409 542 474 430 456 225 343 362 271 476 
1043 821 589 469 528 202 1056 793 760 892 579 1057 685 508 321 438 863 620 797 853 1041 818 383 769 848 622 736 0 915 924 862 831 790 1040 996 928 791 909 928 837 663 
201 348 679 559 625 725 205 401 270 287 567 196 679 597 571 595 328 615 339 146 168 210 566 764 299 617 344 873 0 231 268 365 341 207 200 227 241 65 45 227 657 
167 535 830 726 578 884 150 588 386 474 520 156 866 764 731 665 515 569 197 247 159 312 725 658 486 570 531 1032 221 0 455 552 182 356 387 414 343 264 203 414 844 
